instance,horizon,seed,objective,bs_cost,ls_cost,ils_cost,gap_pct,calls,levels,beam_seconds,ls_seconds,ils_seconds,total_seconds
LR1_DR02_VC03_V7a,120,22,40446.0,41392.182063999986,41392.182063999986,41392.182063999986,2.3393711714384264,65,69,529.343301347,1.158112096,366.342926632,896.844340075
LR1_DR02_VC03_V7a,120,23,40446.0,41392.18206399999,41392.18206399999,41392.18206399999,2.3393711714384446,65,69,539.552874815,0.355559489,361.279536717,901.1879710210001
LR1_DR02_VC03_V7a,120,24,40446.0,41047.419973999975,41047.419973999975,41047.419973999975,1.4869702170795007,64,69,510.138079376,0.287755965,322.981370633,833.4072059739999
LR1_DR02_VC03_V7a,120,25,40446.0,42203.321395999985,42203.321395999985,42203.321395999985,4.344858319734918,66,69,521.265879101,0.4606546,340.671314942,862.397848643
LR1_DR02_VC03_V7a,120,26,40446.0,41044.95706599998,41044.95706599998,41044.95706599998,1.4808808435938803,64,68,530.342307158,0.913147562,348.624245797,879.879700517
LR1_DR02_VC03_V7a,120,27,40446.0,41944.01630399999,41944.01630399999,41944.01630399999,3.703744014241185,65,68,513.350939232,0.443152681,324.927956131,838.722048044
LR1_DR02_VC03_V7a,120,28,40446.0,43424.869473999985,43424.869473999985,43424.869473999985,7.365053340256106,65,69,515.727756058,0.359449924,363.708319436,879.795525418
LR1_DR02_VC03_V7a,120,29,40446.0,43209.267575999984,43209.267575999984,43209.267575999984,6.83199222667256,64,69,517.784068239,0.396085678,327.783000506,845.963154423
LR1_DR02_VC03_V7a,120,30,40446.0,51733.28274399999,51733.28274399999,51733.28274399999,27.90704332690498,66,70,553.969836027,1.152012919,367.467502875,922.589351821
LR1_DR02_VC03_V7a,120,31,40446.0,49359.313527999984,49359.313527999984,49359.30352799998,22.03754024625422,63,68,565.233822016,1.066244732,308.477493185,874.777559933
LR1_DR02_VC03_V7a,120,32,40446.0,42203.34139599998,42203.34139599998,42203.34139599998,4.344907768382489,66,68,563.602967357,0.295440654,329.317715786,893.216123797
LR1_DR02_VC03_V7a,120,33,40446.0,49359.303527999975,49359.303527999975,49359.303527999975,22.037540246254203,63,68,521.33498109,0.355452702,310.707238603,832.397672395
LR1_DR02_VC03_V7a,120,34,40446.0,42203.34139599998,42203.34139599998,42203.34139599998,4.344907768382489,66,69,512.736536341,0.84279305,343.210051535,856.7893809259999
LR1_DR02_VC03_V7a,120,35,40446.0,41044.95706599998,41044.95706599998,41044.95706599998,1.4808808435938803,64,68,525.460228837,0.880510213,341.593331165,867.934070215
LR1_DR02_VC03_V7a,120,36,40446.0,42503.268153999976,42503.268153999976,42503.268153999976,5.086456396182505,63,69,531.349152873,0.289840418,343.218455782,874.857449073
LR1_DR02_VC03_V7a,120,37,40446.0,41044.96706599998,41044.96706599998,41044.96706599998,1.480905567917675,64,68,506.694741474,0.327355924,315.473117933,822.495215331
LR1_DR02_VC03_V7a,120,38,40446.0,41785.21163599999,41785.21163599999,41785.21163599999,3.3111102111457074,65,68,515.110308523,0.340699826,374.205748102,889.6567564509999
LR1_DR02_VC03_V7a,120,39,40446.0,42851.53066399998,42851.53066399998,42851.53066399998,5.947511902289432,64,69,520.08886701,0.229194864,330.735959407,851.0540212809999
LR1_DR02_VC03_V7a,120,40,40446.0,41044.967065999976,41044.967065999976,41044.967065999976,1.480905567917657,64,69,572.862628406,0.643969965,338.945679232,912.452277603
LR1_DR02_VC03_V7a,120,41,40446.0,47528.92928399997,47329.04928399997,47129.01928399998,16.523313267072098,65,70,559.071842241,0.392286191,316.424846544,875.8889749760001
LR1_DR02_VC03_V7a,120,42,40446.0,49359.30352799998,49359.30352799998,49359.30352799998,22.03754024625422,63,69,539.391711354,1.148728843,333.691127043,874.23156724
LR1_DR02_VC03_V7a,120,43,40446.0,43141.781303999975,43141.781303999975,43141.781303999975,6.665136982643462,64,69,530.305343144,0.282111613,334.648212732,865.235667489
LR1_DR02_VC03_V7a,120,44,40446.0,42851.540663999986,42851.540663999986,42851.540663999986,5.947536626613227,64,69,521.778094524,0.420062668,393.084976552,915.283133744
LR1_DR02_VC03_V7a,120,45,40446.0,42955.572661999984,42955.572661999984,42955.572661999984,6.204748706917827,65,69,545.364832692,0.307308768,351.087749307,896.7598907670001
LR1_DR02_VC03_V7a,120,46,40446.0,45401.842661999995,45401.842661999995,44645.26861199999,10.382407684319816,64,70,537.857707655,0.351342649,347.640875736,885.84992604
LR1_DR02_VC03_V7a,120,47,40446.0,43424.869473999985,43424.869473999985,43424.869473999985,7.365053340256106,65,69,533.618847679,0.307340141,350.031557795,883.9577456150001
LR1_DR02_VC03_V7a,120,48,40446.0,41044.95706599998,41044.95706599998,41044.95706599998,1.4808808435938803,64,69,533.8454841,0.334122539,347.409531006,881.5891376449999
LR1_DR02_VC03_V7a,120,49,40446.0,41044.96706599999,41044.96706599999,41044.96706599999,1.480905567917693,64,68,506.134296369,0.997119985,355.474571104,862.6059874580001
LR1_DR02_VC03_V7a,120,50,40446.0,42955.58266199998,42955.58266199998,42955.57266199998,6.204748706917808,65,69,550.068868869,0.355968179,369.787951659,920.212788707
LR1_DR02_VC03_V7a,120,51,40446.0,42955.572661999984,42955.572661999984,42955.572661999984,6.204748706917827,65,69,524.458218554,0.254398967,330.299249668,855.0118671890001
LR1_DR02_VC03_V7a,120,52,40446.0,41847.61750599997,41847.61750599997,41847.61750599997,3.4654045047717283,66,69,541.570325272,0.320716619,394.23938099,936.130422881
LR1_DR02_VC03_V7a,120,53,40446.0,41047.41997399998,41047.41997399998,41047.41997399998,1.4869702170795187,64,68,520.40201962,0.874885269,319.606945933,840.883850822
LR1_DR02_VC03_V7a,120,54,40446.0,43151.470663999986,43151.470663999986,43151.470663999986,6.68909327003903,64,69,532.998999466,0.439837757,355.689692317,889.1285295399999
LR1_DR02_VC03_V7a,120,55,40446.0,42851.540663999986,42851.540663999986,42851.540663999986,5.947536626613227,64,69,529.437110064,0.212988135,337.118294203,866.768392402
